week,counter,query,date_clear
15.11.2021 - 21.11.2021,713,украинские националисты,21.11.2021
22.11.2021 - 28.11.2021,717,украинские националисты,28.11.2021
29.11.2021 - 05.12.2021,848,украинские националисты,05.12.2021
06.12.2021 - 12.12.2021,873,украинские националисты,12.12.2021
13.12.2021 - 19.12.2021,1075,украинские националисты,19.12.2021
20.12.2021 - 26.12.2021,846,украинские националисты,26.12.2021
27.12.2021 - 02.01.2022,1211,украинские националисты,02.01.2022
03.01.2022 - 09.01.2022,1250,украинские националисты,09.01.2022
10.01.2022 - 16.01.2022,907,украинские националисты,16.01.2022
17.01.2022 - 23.01.2022,958,украинские националисты,23.01.2022
24.01.2022 - 30.01.2022,1307,украинские националисты,30.01.2022
31.01.2022 - 06.02.2022,1266,украинские националисты,06.02.2022
07.02.2022 - 13.02.2022,1421,украинские националисты,13.02.2022
14.02.2022 - 20.02.2022,1667,украинские националисты,20.02.2022
21.02.2022 - 27.02.2022,23431,украинские националисты,27.02.2022
28.02.2022 - 06.03.2022,43786,украинские националисты,06.03.2022
07.03.2022 - 13.03.2022,25151,украинские националисты,13.03.2022
14.03.2022 - 20.03.2022,26821,украинские националисты,20.03.2022
21.03.2022 - 27.03.2022,27540,украинские националисты,27.03.2022
28.03.2022 - 03.04.2022,54632,украинские националисты,03.04.2022
04.04.2022 - 10.04.2022,30597,украинские националисты,10.04.2022
11.04.2022 - 17.04.2022,18880,украинские националисты,17.04.2022
18.04.2022 - 24.04.2022,15539,украинские националисты,24.04.2022
25.04.2022 - 01.05.2022,11301,украинские националисты,01.05.2022
02.05.2022 - 08.05.2022,10743,украинские националисты,08.05.2022
09.05.2022 - 15.05.2022,9845,украинские националисты,15.05.2022
16.05.2022 - 22.05.2022,11823,украинские националисты,22.05.2022
23.05.2022 - 29.05.2022,9392,украинские националисты,29.05.2022
30.05.2022 - 05.06.2022,5913,украинские националисты,05.06.2022
06.06.2022 - 12.06.2022,5970,украинские националисты,12.06.2022
13.06.2022 - 19.06.2022,5067,украинские националисты,19.06.2022
20.06.2022 - 26.06.2022,4655,украинские националисты,26.06.2022
27.06.2022 - 03.07.2022,4101,украинские националисты,03.07.2022
04.07.2022 - 10.07.2022,4054,украинские националисты,10.07.2022
11.07.2022 - 17.07.2022,4564,украинские националисты,17.07.2022
18.07.2022 - 24.07.2022,3478,украинские националисты,24.07.2022
25.07.2022 - 31.07.2022,4080,украинские националисты,31.07.2022
01.08.2022 - 07.08.2022,4056,украинские националисты,07.08.2022
08.08.2022 - 14.08.2022,4666,украинские националисты,14.08.2022
15.08.2022 - 21.08.2022,4097,украинские националисты,21.08.2022
22.08.2022 - 28.08.2022,4188,украинские националисты,28.08.2022
29.08.2022 - 04.09.2022,6214,украинские националисты,04.09.2022
05.09.2022 - 11.09.2022,3364,украинские националисты,11.09.2022
12.09.2022 - 18.09.2022,5711,украинские националисты,18.09.2022
19.09.2022 - 25.09.2022,4445,украинские националисты,25.09.2022
26.09.2022 - 02.10.2022,5485,украинские националисты,02.10.2022
03.10.2022 - 09.10.2022,4914,украинские националисты,09.10.2022
10.10.2022 - 16.10.2022,5314,украинские националисты,16.10.2022
17.10.2022 - 23.10.2022,4486,украинские националисты,23.10.2022
24.10.2022 - 30.10.2022,4383,украинские националисты,30.10.2022
31.10.2022 - 06.11.2022,3323,украинские националисты,06.11.2022
07.11.2022 - 13.11.2022,4136,украинские националисты,13.11.2022
15.11.2021 - 21.11.2021,0,обстрел белгород,21.11.2021
22.11.2021 - 28.11.2021,0,обстрел белгород,28.11.2021
29.11.2021 - 05.12.2021,0,обстрел белгород,05.12.2021
06.12.2021 - 12.12.2021,0,обстрел белгород,12.12.2021
13.12.2021 - 19.12.2021,0,обстрел белгород,19.12.2021
20.12.2021 - 26.12.2021,0,обстрел белгород,26.12.2021
27.12.2021 - 02.01.2022,0,обстрел белгород,02.01.2022
03.01.2022 - 09.01.2022,0,обстрел белгород,09.01.2022
10.01.2022 - 16.01.2022,0,обстрел белгород,16.01.2022
17.01.2022 - 23.01.2022,0,обстрел белгород,23.01.2022
24.01.2022 - 30.01.2022,0,обстрел белгород,30.01.2022
31.01.2022 - 06.02.2022,0,обстрел белгород,06.02.2022
07.02.2022 - 13.02.2022,18,обстрел белгород,13.02.2022
14.02.2022 - 20.02.2022,60,обстрел белгород,20.02.2022
21.02.2022 - 27.02.2022,21393,обстрел белгород,27.02.2022
28.02.2022 - 06.03.2022,6441,обстрел белгород,06.03.2022
07.03.2022 - 13.03.2022,1937,обстрел белгород,13.03.2022
14.03.2022 - 20.03.2022,1288,обстрел белгород,20.03.2022
21.03.2022 - 27.03.2022,11799,обстрел белгород,27.03.2022
28.03.2022 - 03.04.2022,53230,обстрел белгород,03.04.2022
04.04.2022 - 10.04.2022,8097,обстрел белгород,10.04.2022
11.04.2022 - 17.04.2022,14355,обстрел белгород,17.04.2022
18.04.2022 - 24.04.2022,7089,обстрел белгород,24.04.2022
25.04.2022 - 01.05.2022,11796,обстрел белгород,01.05.2022
02.05.2022 - 08.05.2022,7972,обстрел белгород,08.05.2022
09.05.2022 - 15.05.2022,14421,обстрел белгород,15.05.2022
16.05.2022 - 22.05.2022,6029,обстрел белгород,22.05.2022
23.05.2022 - 29.05.2022,4513,обстрел белгород,29.05.2022
30.05.2022 - 05.06.2022,5696,обстрел белгород,05.06.2022
06.06.2022 - 12.06.2022,3160,обстрел белгород,12.06.2022
13.06.2022 - 19.06.2022,2992,обстрел белгород,19.06.2022
20.06.2022 - 26.06.2022,2795,обстрел белгород,26.06.2022
27.06.2022 - 03.07.2022,120028,обстрел белгород,03.07.2022
04.07.2022 - 10.07.2022,66346,обстрел белгород,10.07.2022
11.07.2022 - 17.07.2022,8794,обстрел белгород,17.07.2022
18.07.2022 - 24.07.2022,5295,обстрел белгород,24.07.2022
25.07.2022 - 31.07.2022,5327,обстрел белгород,31.07.2022
01.08.2022 - 07.08.2022,3642,обстрел белгород,07.08.2022
08.08.2022 - 14.08.2022,3673,обстрел белгород,14.08.2022
15.08.2022 - 21.08.2022,4893,обстрел белгород,21.08.2022
22.08.2022 - 28.08.2022,2620,обстрел белгород,28.08.2022
29.08.2022 - 04.09.2022,5907,обстрел белгород,04.09.2022
05.09.2022 - 11.09.2022,5351,обстрел белгород,11.09.2022
12.09.2022 - 18.09.2022,29101,обстрел белгород,18.09.2022
19.09.2022 - 25.09.2022,19792,обстрел белгород,25.09.2022
26.09.2022 - 02.10.2022,13087,обстрел белгород,02.10.2022
03.10.2022 - 09.10.2022,13814,обстрел белгород,09.10.2022
10.10.2022 - 16.10.2022,99397,обстрел белгород,16.10.2022
17.10.2022 - 23.10.2022,41132,обстрел белгород,23.10.2022
24.10.2022 - 30.10.2022,12048,обстрел белгород,30.10.2022
31.10.2022 - 06.11.2022,12337,обстрел белгород,06.11.2022
07.11.2022 - 13.11.2022,7304,обстрел белгород,13.11.2022
15.11.2021 - 21.11.2021,128,зачем путину украина,21.11.2021
22.11.2021 - 28.11.2021,138,зачем путину украина,28.11.2021
29.11.2021 - 05.12.2021,181,зачем путину украина,05.12.2021
06.12.2021 - 12.12.2021,250,зачем путину украина,12.12.2021
13.12.2021 - 19.12.2021,170,зачем путину украина,19.12.2021
20.12.2021 - 26.12.2021,263,зачем путину украина,26.12.2021
27.12.2021 - 02.01.2022,136,зачем путину украина,02.01.2022
03.01.2022 - 09.01.2022,138,зачем путину украина,09.01.2022
10.01.2022 - 16.01.2022,317,зачем путину украина,16.01.2022
17.01.2022 - 23.01.2022,729,зачем путину украина,23.01.2022
24.01.2022 - 30.01.2022,1172,зачем путину украина,30.01.2022
31.01.2022 - 06.02.2022,519,зачем путину украина,06.02.2022
07.02.2022 - 13.02.2022,1145,зачем путину украина,13.02.2022
14.02.2022 - 20.02.2022,2490,зачем путину украина,20.02.2022
21.02.2022 - 27.02.2022,29724,зачем путину украина,27.02.2022
28.02.2022 - 06.03.2022,19678,зачем путину украина,06.03.2022
07.03.2022 - 13.03.2022,9360,зачем путину украина,13.03.2022
14.03.2022 - 20.03.2022,6696,зачем путину украина,20.03.2022
21.03.2022 - 27.03.2022,4806,зачем путину украина,27.03.2022
28.03.2022 - 03.04.2022,3966,зачем путину украина,03.04.2022
04.04.2022 - 10.04.2022,3885,зачем путину украина,10.04.2022
11.04.2022 - 17.04.2022,2924,зачем путину украина,17.04.2022
18.04.2022 - 24.04.2022,2563,зачем путину украина,24.04.2022
25.04.2022 - 01.05.2022,2275,зачем путину украина,01.05.2022
02.05.2022 - 08.05.2022,2497,зачем путину украина,08.05.2022
09.05.2022 - 15.05.2022,2383,зачем путину украина,15.05.2022
16.05.2022 - 22.05.2022,1561,зачем путину украина,22.05.2022
23.05.2022 - 29.05.2022,1364,зачем путину украина,29.05.2022
30.05.2022 - 05.06.2022,1356,зачем путину украина,05.06.2022
06.06.2022 - 12.06.2022,1239,зачем путину украина,12.06.2022
13.06.2022 - 19.06.2022,1172,зачем путину украина,19.06.2022
20.06.2022 - 26.06.2022,1261,зачем путину украина,26.06.2022
27.06.2022 - 03.07.2022,1240,зачем путину украина,03.07.2022
04.07.2022 - 10.07.2022,1006,зачем путину украина,10.07.2022
11.07.2022 - 17.07.2022,1207,зачем путину украина,17.07.2022
18.07.2022 - 24.07.2022,923,зачем путину украина,24.07.2022
25.07.2022 - 31.07.2022,924,зачем путину украина,31.07.2022
01.08.2022 - 07.08.2022,790,зачем путину украина,07.08.2022
08.08.2022 - 14.08.2022,900,зачем путину украина,14.08.2022
15.08.2022 - 21.08.2022,1091,зачем путину украина,21.08.2022
22.08.2022 - 28.08.2022,1058,зачем путину украина,28.08.2022
29.08.2022 - 04.09.2022,895,зачем путину украина,04.09.2022
05.09.2022 - 11.09.2022,1103,зачем путину украина,11.09.2022
12.09.2022 - 18.09.2022,1921,зачем путину украина,18.09.2022
19.09.2022 - 25.09.2022,6189,зачем путину украина,25.09.2022
26.09.2022 - 02.10.2022,5360,зачем путину украина,02.10.2022
03.10.2022 - 09.10.2022,3227,зачем путину украина,09.10.2022
10.10.2022 - 16.10.2022,2557,зачем путину украина,16.10.2022
17.10.2022 - 23.10.2022,2339,зачем путину украина,23.10.2022
24.10.2022 - 30.10.2022,1786,зачем путину украина,30.10.2022
31.10.2022 - 06.11.2022,1500,зачем путину украина,06.11.2022
07.11.2022 - 13.11.2022,1649,зачем путину украина,13.11.2022
01.11.2020 - 30.11.2020,242,женщины добровольцы,30.11.2020
01.12.2020 - 31.12.2020,343,женщины добровольцы,31.12.2020
01.01.2021 - 31.01.2021,183,женщины добровольцы,31.01.2021
01.02.2021 - 28.02.2021,161,женщины добровольцы,28.02.2021
01.03.2021 - 31.03.2021,244,женщины добровольцы,31.03.2021
01.04.2021 - 30.04.2021,287,женщины добровольцы,30.04.2021
01.05.2021 - 31.05.2021,238,женщины добровольцы,31.05.2021
01.06.2021 - 30.06.2021,156,женщины добровольцы,30.06.2021
01.07.2021 - 31.07.2021,94,женщины добровольцы,31.07.2021
01.08.2021 - 31.08.2021,116,женщины добровольцы,31.08.2021
01.09.2021 - 30.09.2021,158,женщины добровольцы,30.09.2021
01.10.2021 - 31.10.2021,171,женщины добровольцы,31.10.2021
01.11.2021 - 30.11.2021,176,женщины добровольцы,30.11.2021
01.12.2021 - 31.12.2021,246,женщины добровольцы,31.12.2021
01.01.2022 - 31.01.2022,331,женщины добровольцы,31.01.2022
01.02.2022 - 28.02.2022,1322,женщины добровольцы,28.02.2022
01.03.2022 - 31.03.2022,6024,женщины добровольцы,31.03.2022
01.04.2022 - 30.04.2022,5065,женщины добровольцы,30.04.2022
01.05.2022 - 31.05.2022,4923,женщины добровольцы,31.05.2022
01.06.2022 - 30.06.2022,3603,женщины добровольцы,30.06.2022
01.07.2022 - 31.07.2022,3753,женщины добровольцы,31.07.2022
01.08.2022 - 31.08.2022,4652,женщины добровольцы,31.08.2022
01.09.2022 - 30.09.2022,55599,женщины добровольцы,30.09.2022
01.10.2022 - 31.10.2022,36782,женщины добровольцы,31.10.2022
08.11.2021 - 14.11.2021,1066956,доллар курс,14.11.2021
15.11.2021 - 21.11.2021,1141747,доллар курс,21.11.2021
22.11.2021 - 28.11.2021,1491532,доллар курс,28.11.2021
29.11.2021 - 05.12.2021,1221005,доллар курс,05.12.2021
06.12.2021 - 12.12.2021,1081290,доллар курс,12.12.2021
13.12.2021 - 19.12.2021,1019731,доллар курс,19.12.2021
20.12.2021 - 26.12.2021,997082,доллар курс,26.12.2021
27.12.2021 - 02.01.2022,843053,доллар курс,02.01.2022
03.01.2022 - 09.01.2022,1085099,доллар курс,09.01.2022
10.01.2022 - 16.01.2022,1304328,доллар курс,16.01.2022
17.01.2022 - 23.01.2022,1496498,доллар курс,23.01.2022
24.01.2022 - 30.01.2022,2408723,доллар курс,30.01.2022
31.01.2022 - 06.02.2022,1426618,доллар курс,06.02.2022
07.02.2022 - 13.02.2022,1426651,доллар курс,13.02.2022
14.02.2022 - 20.02.2022,1518504,доллар курс,20.02.2022
21.02.2022 - 27.02.2022,10550705,доллар курс,27.02.2022
28.02.2022 - 06.03.2022,12502831,доллар курс,06.03.2022
07.03.2022 - 13.03.2022,8500802,доллар курс,13.03.2022
14.03.2022 - 20.03.2022,5963696,доллар курс,20.03.2022
21.03.2022 - 27.03.2022,7125777,доллар курс,27.03.2022
28.03.2022 - 03.04.2022,9705549,доллар курс,03.04.2022
04.04.2022 - 10.04.2022,7396043,доллар курс,10.04.2022
11.04.2022 - 17.04.2022,4647967,доллар курс,17.04.2022
18.04.2022 - 24.04.2022,3712508,доллар курс,24.04.2022
25.04.2022 - 01.05.2022,3676649,доллар курс,01.05.2022
02.05.2022 - 08.05.2022,4484036,доллар курс,08.05.2022
09.05.2022 - 15.05.2022,3761206,доллар курс,15.05.2022
16.05.2022 - 22.05.2022,4374641,доллар курс,22.05.2022
23.05.2022 - 29.05.2022,5304507,доллар курс,29.05.2022
30.05.2022 - 05.06.2022,3242506,доллар курс,05.06.2022
06.06.2022 - 12.06.2022,2766775,доллар курс,12.06.2022
13.06.2022 - 19.06.2022,2737280,доллар курс,19.06.2022
20.06.2022 - 26.06.2022,2947136,доллар курс,26.06.2022
27.06.2022 - 03.07.2022,2959615,доллар курс,03.07.2022
04.07.2022 - 10.07.2022,3668533,доллар курс,10.07.2022
11.07.2022 - 17.07.2022,2826631,доллар курс,17.07.2022
18.07.2022 - 24.07.2022,2490237,доллар курс,24.07.2022
25.07.2022 - 31.07.2022,2249768,доллар курс,31.07.2022
01.08.2022 - 07.08.2022,1941082,доллар курс,07.08.2022
08.08.2022 - 14.08.2022,1615476,доллар курс,14.08.2022
15.08.2022 - 21.08.2022,1608159,доллар курс,21.08.2022
22.08.2022 - 28.08.2022,1583549,доллар курс,28.08.2022
29.08.2022 - 04.09.2022,1406179,доллар курс,04.09.2022
05.09.2022 - 11.09.2022,1439407,доллар курс,11.09.2022
12.09.2022 - 18.09.2022,1734686,доллар курс,18.09.2022
19.09.2022 - 25.09.2022,2725872,доллар курс,25.09.2022
26.09.2022 - 02.10.2022,2828189,доллар курс,02.10.2022
03.10.2022 - 09.10.2022,2416540,доллар курс,09.10.2022
10.10.2022 - 16.10.2022,2515430,доллар курс,16.10.2022
17.10.2022 - 23.10.2022,1883188,доллар курс,23.10.2022
24.10.2022 - 30.10.2022,1577173,доллар курс,30.10.2022
31.10.2022 - 06.11.2022,1441343,доллар курс,06.11.2022
08.11.2021 - 14.11.2021,0,мобилизация бронь,14.11.2021
15.11.2021 - 21.11.2021,0,мобилизация бронь,21.11.2021
22.11.2021 - 28.11.2021,0,мобилизация бронь,28.11.2021
29.11.2021 - 05.12.2021,0,мобилизация бронь,05.12.2021
06.12.2021 - 12.12.2021,0,мобилизация бронь,12.12.2021
13.12.2021 - 19.12.2021,0,мобилизация бронь,19.12.2021
20.12.2021 - 26.12.2021,0,мобилизация бронь,26.12.2021
27.12.2021 - 02.01.2022,0,мобилизация бронь,02.01.2022
03.01.2022 - 09.01.2022,0,мобилизация бронь,09.01.2022
10.01.2022 - 16.01.2022,0,мобилизация бронь,16.01.2022
17.01.2022 - 23.01.2022,0,мобилизация бронь,23.01.2022
24.01.2022 - 30.01.2022,0,мобилизация бронь,30.01.2022
31.01.2022 - 06.02.2022,0,мобилизация бронь,06.02.2022
07.02.2022 - 13.02.2022,0,мобилизация бронь,13.02.2022
14.02.2022 - 20.02.2022,0,мобилизация бронь,20.02.2022
21.02.2022 - 27.02.2022,541,мобилизация бронь,27.02.2022
28.02.2022 - 06.03.2022,1240,мобилизация бронь,06.03.2022
07.03.2022 - 13.03.2022,421,мобилизация бронь,13.03.2022
14.03.2022 - 20.03.2022,250,мобилизация бронь,20.03.2022
21.03.2022 - 27.03.2022,389,мобилизация бронь,27.03.2022
28.03.2022 - 03.04.2022,254,мобилизация бронь,03.04.2022
04.04.2022 - 10.04.2022,503,мобилизация бронь,10.04.2022
11.04.2022 - 17.04.2022,428,мобилизация бронь,17.04.2022
18.04.2022 - 24.04.2022,218,мобилизация бронь,24.04.2022
25.04.2022 - 01.05.2022,573,мобилизация бронь,01.05.2022
02.05.2022 - 08.05.2022,2005,мобилизация бронь,08.05.2022
09.05.2022 - 15.05.2022,1529,мобилизация бронь,15.05.2022
16.05.2022 - 22.05.2022,654,мобилизация бронь,22.05.2022
23.05.2022 - 29.05.2022,448,мобилизация бронь,29.05.2022
30.05.2022 - 05.06.2022,273,мобилизация бронь,05.06.2022
06.06.2022 - 12.06.2022,213,мобилизация бронь,12.06.2022
13.06.2022 - 19.06.2022,263,мобилизация бронь,19.06.2022
20.06.2022 - 26.06.2022,323,мобилизация бронь,26.06.2022
27.06.2022 - 03.07.2022,247,мобилизация бронь,03.07.2022
04.07.2022 - 10.07.2022,189,мобилизация бронь,10.07.2022
11.07.2022 - 17.07.2022,364,мобилизация бронь,17.07.2022
18.07.2022 - 24.07.2022,208,мобилизация бронь,24.07.2022
25.07.2022 - 31.07.2022,191,мобилизация бронь,31.07.2022
01.08.2022 - 07.08.2022,185,мобилизация бронь,07.08.2022
08.08.2022 - 14.08.2022,188,мобилизация бронь,14.08.2022
15.08.2022 - 21.08.2022,271,мобилизация бронь,21.08.2022
22.08.2022 - 28.08.2022,295,мобилизация бронь,28.08.2022
29.08.2022 - 04.09.2022,194,мобилизация бронь,04.09.2022
05.09.2022 - 11.09.2022,423,мобилизация бронь,11.09.2022
12.09.2022 - 18.09.2022,2592,мобилизация бронь,18.09.2022
19.09.2022 - 25.09.2022,379064,мобилизация бронь,25.09.2022
26.09.2022 - 02.10.2022,442056,мобилизация бронь,02.10.2022
03.10.2022 - 09.10.2022,204420,мобилизация бронь,09.10.2022
10.10.2022 - 16.10.2022,143437,мобилизация бронь,16.10.2022
17.10.2022 - 23.10.2022,79320,мобилизация бронь,23.10.2022
24.10.2022 - 30.10.2022,53583,мобилизация бронь,30.10.2022
31.10.2022 - 06.11.2022,18507,мобилизация бронь,06.11.2022
08.11.2021 - 14.11.2021,1294,шойгу и путин,14.11.2021
15.11.2021 - 21.11.2021,1501,шойгу и путин,21.11.2021
22.11.2021 - 28.11.2021,1647,шойгу и путин,28.11.2021
29.11.2021 - 05.12.2021,1260,шойгу и путин,05.12.2021
06.12.2021 - 12.12.2021,1349,шойгу и путин,12.12.2021
13.12.2021 - 19.12.2021,1259,шойгу и путин,19.12.2021
20.12.2021 - 26.12.2021,6778,шойгу и путин,26.12.2021
27.12.2021 - 02.01.2022,1710,шойгу и путин,02.01.2022
03.01.2022 - 09.01.2022,1684,шойгу и путин,09.01.2022
10.01.2022 - 16.01.2022,4711,шойгу и путин,16.01.2022
17.01.2022 - 23.01.2022,2935,шойгу и путин,23.01.2022
24.01.2022 - 30.01.2022,1561,шойгу и путин,30.01.2022
31.01.2022 - 06.02.2022,2719,шойгу и путин,06.02.2022
07.02.2022 - 13.02.2022,1725,шойгу и путин,13.02.2022
14.02.2022 - 20.02.2022,10113,шойгу и путин,20.02.2022
21.02.2022 - 27.02.2022,15355,шойгу и путин,27.02.2022
28.02.2022 - 06.03.2022,17263,шойгу и путин,06.03.2022
07.03.2022 - 13.03.2022,24975,шойгу и путин,13.03.2022
14.03.2022 - 20.03.2022,7638,шойгу и путин,20.03.2022
21.03.2022 - 27.03.2022,15527,шойгу и путин,27.03.2022
28.03.2022 - 03.04.2022,9014,шойгу и путин,03.04.2022
04.04.2022 - 10.04.2022,8420,шойгу и путин,10.04.2022
11.04.2022 - 17.04.2022,7750,шойгу и путин,17.04.2022
18.04.2022 - 24.04.2022,46288,шойгу и путин,24.04.2022
25.04.2022 - 01.05.2022,13965,шойгу и путин,01.05.2022
02.05.2022 - 08.05.2022,6633,шойгу и путин,08.05.2022
09.05.2022 - 15.05.2022,7722,шойгу и путин,15.05.2022
16.05.2022 - 22.05.2022,4778,шойгу и путин,22.05.2022
23.05.2022 - 29.05.2022,4019,шойгу и путин,29.05.2022
30.05.2022 - 05.06.2022,3446,шойгу и путин,05.06.2022
06.06.2022 - 12.06.2022,2806,шойгу и путин,12.06.2022
13.06.2022 - 19.06.2022,2769,шойгу и путин,19.06.2022
20.06.2022 - 26.06.2022,3156,шойгу и путин,26.06.2022
27.06.2022 - 03.07.2022,3639,шойгу и путин,03.07.2022
04.07.2022 - 10.07.2022,7886,шойгу и путин,10.07.2022
11.07.2022 - 17.07.2022,2281,шойгу и путин,17.07.2022
18.07.2022 - 24.07.2022,2211,шойгу и путин,24.07.2022
25.07.2022 - 31.07.2022,3411,шойгу и путин,31.07.2022
01.08.2022 - 07.08.2022,2870,шойгу и путин,07.08.2022
08.08.2022 - 14.08.2022,3073,шойгу и путин,14.08.2022
15.08.2022 - 21.08.2022,2775,шойгу и путин,21.08.2022
22.08.2022 - 28.08.2022,3028,шойгу и путин,28.08.2022
29.08.2022 - 04.09.2022,6398,шойгу и путин,04.09.2022
05.09.2022 - 11.09.2022,9110,шойгу и путин,11.09.2022
12.09.2022 - 18.09.2022,6078,шойгу и путин,18.09.2022
19.09.2022 - 25.09.2022,141507,шойгу и путин,25.09.2022
26.09.2022 - 02.10.2022,15241,шойгу и путин,02.10.2022
03.10.2022 - 09.10.2022,16280,шойгу и путин,09.10.2022
10.10.2022 - 16.10.2022,11369,шойгу и путин,16.10.2022
17.10.2022 - 23.10.2022,9135,шойгу и путин,23.10.2022
24.10.2022 - 30.10.2022,25677,шойгу и путин,30.10.2022
31.10.2022 - 06.11.2022,5438,шойгу и путин,06.11.2022
08.11.2021 - 14.11.2021,4698,кто признал крым,14.11.2021
15.11.2021 - 21.11.2021,11878,кто признал крым,21.11.2021
22.11.2021 - 28.11.2021,3223,кто признал крым,28.11.2021
29.11.2021 - 05.12.2021,13842,кто признал крым,05.12.2021
06.12.2021 - 12.12.2021,3252,кто признал крым,12.12.2021
13.12.2021 - 19.12.2021,2344,кто признал крым,19.12.2021
20.12.2021 - 26.12.2021,2660,кто признал крым,26.12.2021
27.12.2021 - 02.01.2022,2148,кто признал крым,02.01.2022
03.01.2022 - 09.01.2022,4050,кто признал крым,09.01.2022
10.01.2022 - 16.01.2022,3870,кто признал крым,16.01.2022
17.01.2022 - 23.01.2022,7999,кто признал крым,23.01.2022
24.01.2022 - 30.01.2022,3778,кто признал крым,30.01.2022
31.01.2022 - 06.02.2022,6032,кто признал крым,06.02.2022
07.02.2022 - 13.02.2022,5245,кто признал крым,13.02.2022
14.02.2022 - 20.02.2022,6883,кто признал крым,20.02.2022
21.02.2022 - 27.02.2022,40127,кто признал крым,27.02.2022
28.02.2022 - 06.03.2022,8943,кто признал крым,06.03.2022
07.03.2022 - 13.03.2022,9139,кто признал крым,13.03.2022
14.03.2022 - 20.03.2022,7905,кто признал крым,20.03.2022
21.03.2022 - 27.03.2022,5144,кто признал крым,27.03.2022
28.03.2022 - 03.04.2022,7889,кто признал крым,03.04.2022
04.04.2022 - 10.04.2022,3618,кто признал крым,10.04.2022
11.04.2022 - 17.04.2022,3169,кто признал крым,17.04.2022
18.04.2022 - 24.04.2022,2441,кто признал крым,24.04.2022
25.04.2022 - 01.05.2022,2141,кто признал крым,01.05.2022
02.05.2022 - 08.05.2022,2136,кто признал крым,08.05.2022
09.05.2022 - 15.05.2022,3407,кто признал крым,15.05.2022
16.05.2022 - 22.05.2022,2555,кто признал крым,22.05.2022
23.05.2022 - 29.05.2022,2482,кто признал крым,29.05.2022
30.05.2022 - 05.06.2022,2703,кто признал крым,05.06.2022
06.06.2022 - 12.06.2022,2121,кто признал крым,12.06.2022
13.06.2022 - 19.06.2022,4490,кто признал крым,19.06.2022
20.06.2022 - 26.06.2022,3771,кто признал крым,26.06.2022
27.06.2022 - 03.07.2022,2958,кто признал крым,03.07.2022
04.07.2022 - 10.07.2022,1975,кто признал крым,10.07.2022
11.07.2022 - 17.07.2022,4414,кто признал крым,17.07.2022
18.07.2022 - 24.07.2022,3548,кто признал крым,24.07.2022
25.07.2022 - 31.07.2022,2542,кто признал крым,31.07.2022
01.08.2022 - 07.08.2022,3218,кто признал крым,07.08.2022
08.08.2022 - 14.08.2022,2571,кто признал крым,14.08.2022
15.08.2022 - 21.08.2022,2738,кто признал крым,21.08.2022
22.08.2022 - 28.08.2022,4090,кто признал крым,28.08.2022
29.08.2022 - 04.09.2022,2010,кто признал крым,04.09.2022
05.09.2022 - 11.09.2022,1911,кто признал крым,11.09.2022
12.09.2022 - 18.09.2022,2728,кто признал крым,18.09.2022
19.09.2022 - 25.09.2022,16456,кто признал крым,25.09.2022
26.09.2022 - 02.10.2022,21545,кто признал крым,02.10.2022
03.10.2022 - 09.10.2022,7845,кто признал крым,09.10.2022
10.10.2022 - 16.10.2022,4815,кто признал крым,16.10.2022
17.10.2022 - 23.10.2022,2554,кто признал крым,23.10.2022
24.10.2022 - 30.10.2022,1911,кто признал крым,30.10.2022
31.10.2022 - 06.11.2022,1746,кто признал крым,06.11.2022
08.11.2021 - 14.11.2021,93812,кадыров,14.11.2021
15.11.2021 - 21.11.2021,73414,кадыров,21.11.2021
22.11.2021 - 28.11.2021,85198,кадыров,28.11.2021
29.11.2021 - 05.12.2021,70218,кадыров,05.12.2021
06.12.2021 - 12.12.2021,88910,кадыров,12.12.2021
13.12.2021 - 19.12.2021,91747,кадыров,19.12.2021
20.12.2021 - 26.12.2021,116859,кадыров,26.12.2021
27.12.2021 - 02.01.2022,131416,кадыров,02.01.2022
03.01.2022 - 09.01.2022,101136,кадыров,09.01.2022
10.01.2022 - 16.01.2022,141665,кадыров,16.01.2022
17.01.2022 - 23.01.2022,126096,кадыров,23.01.2022
24.01.2022 - 30.01.2022,206619,кадыров,30.01.2022
31.01.2022 - 06.02.2022,282392,кадыров,06.02.2022
07.02.2022 - 13.02.2022,372449,кадыров,13.02.2022
14.02.2022 - 20.02.2022,181029,кадыров,20.02.2022
21.02.2022 - 27.02.2022,1267931,кадыров,27.02.2022
28.02.2022 - 06.03.2022,1499898,кадыров,06.03.2022
07.03.2022 - 13.03.2022,721295,кадыров,13.03.2022
14.03.2022 - 20.03.2022,849088,кадыров,20.03.2022
21.03.2022 - 27.03.2022,671390,кадыров,27.03.2022
28.03.2022 - 03.04.2022,809583,кадыров,03.04.2022
04.04.2022 - 10.04.2022,701927,кадыров,10.04.2022
11.04.2022 - 17.04.2022,438499,кадыров,17.04.2022
18.04.2022 - 24.04.2022,448686,кадыров,24.04.2022
25.04.2022 - 01.05.2022,277191,кадыров,01.05.2022
02.05.2022 - 08.05.2022,246276,кадыров,08.05.2022
09.05.2022 - 15.05.2022,228219,кадыров,15.05.2022
16.05.2022 - 22.05.2022,316457,кадыров,22.05.2022
23.05.2022 - 29.05.2022,443754,кадыров,29.05.2022
30.05.2022 - 05.06.2022,277823,кадыров,05.06.2022
06.06.2022 - 12.06.2022,211650,кадыров,12.06.2022
